system,state_index,active_index,davidson_iteration,preconditioner_call,residual_norm,raw_epsilon,corrected_epsilon,zero_shift_fallback,target,eigenvalue_real,eigenvalue_imag,magnitude,damping_factor,ritz_residual,krylov_dim,seed,commit,dtype,device
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,largest_magnitude,1.5894752849290024,0.0,1.5894752849290024,1.2947376424645012,0.04325965954272116,20,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,most_negative,-0.8065644157306079,0.0,0.8065644157306079,0.09671779213469606,0.040398068210739255,20,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,most_positive,1.5894752849290024,0.0,1.5894752849290024,1.2947376424645012,0.04325965954272116,20,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,largest_magnitude,1.6032082141675268,0.0,1.6032082141675268,1.3016041070837634,0.004832928116388302,40,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,most_negative,-0.8240166322859214,0.0,0.8240166322859214,0.08799168385703932,0.0054667828624152875,40,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,most_positive,1.6032082141675268,0.0,1.6032082141675268,1.3016041070837634,0.004832928116388302,40,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,largest_magnitude,1.6033088521848227,0.0,1.6033088521848227,1.3016544260924112,6.206803598814282e-05,60,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,most_negative,-0.8245793399642634,0.0,0.8245793399642634,0.08771033001786832,0.0005123067207907346,60,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,most_positive,1.6033088521848227,0.0,1.6033088521848227,1.3016544260924112,6.206803598814282e-05,60,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,largest_magnitude,1.6017676167168695,0.0,1.6017676167168695,1.3008838083584346,0.018633854496444027,20,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,most_negative,-0.8057582700492173,0.0,0.8057582700492173,0.09712086497539135,0.04465579213395121,20,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,most_positive,1.6017676167168695,0.0,1.6017676167168695,1.3008838083584346,0.018633854496444027,20,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,largest_magnitude,1.6033058610076096,0.0,1.6033058610076096,1.301652930503805,0.0011083776954466048,40,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,most_negative,-0.8229908094147496,0.0,0.8229908094147496,0.08850459529262522,0.00955539951214684,40,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,most_positive,1.6033058610076096,0.0,1.6033058610076096,1.301652930503805,0.0011083776954466048,40,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,largest_magnitude,1.6033089950440076,0.0,1.6033089950440076,1.3016544975220037,1.649894540721986e-05,60,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,most_negative,-0.824568577820651,0.0,0.824568577820651,0.08771571108967452,0.0011976632009498844,60,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
B12.sdf,218,218,5,3,0.5899923484914703,-0.3114194181943992,-0.3462285153222473,False,most_positive,1.6033089950440076,0.0,1.6033089950440076,1.3016544975220037,1.649894540721986e-05,60,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,largest_magnitude,1.6033654052292563,0.0,1.6033654052292563,1.3016827026146283,0.026811068011580237,20,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,most_negative,-0.7956604205775076,0.0,0.7956604205775076,0.10216978971124618,0.02323070383216743,20,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,most_positive,1.6033654052292563,0.0,1.6033654052292563,1.3016827026146283,0.026811068011580237,20,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,largest_magnitude,1.6101393667164163,0.0,1.6101393667164163,1.3050696833582083,0.00037220334435344153,40,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,most_negative,-0.7977515919655088,0.0,0.7977515919655088,0.10112420401724559,0.0002705046665928754,40,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,most_positive,1.6101393667164163,0.0,1.6101393667164163,1.3050696833582083,0.00037220334435344153,40,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,largest_magnitude,1.6102456170239088,0.0,1.6102456170239088,1.3051228085119544,0.0010080831438835718,60,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,most_negative,-0.7977514743394146,0.0,0.7977514743394146,0.10112426283029269,9.344954062298436e-05,60,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,most_positive,1.6102456170239088,0.0,1.6102456170239088,1.3051228085119544,0.0010080831438835718,60,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,largest_magnitude,1.599377995921638,0.0,1.599377995921638,1.299688997960819,0.03059741107468113,20,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,most_negative,-0.7926049063360331,0.0,0.7926049063360331,0.10369754683198346,0.034370717839248895,20,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,most_positive,1.599377995921638,0.0,1.599377995921638,1.299688997960819,0.03059741107468113,20,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,largest_magnitude,1.6101822355438544,0.0,1.6101822355438544,1.3050911177719273,0.000592972075605548,40,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,most_negative,-0.7977507248245193,0.0,0.7977507248245193,0.10112463758774037,0.0004427648421943873,40,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,most_positive,1.6101822355438544,0.0,1.6101822355438544,1.3050911177719273,0.000592972075605548,40,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,largest_magnitude,1.6102772076838983,0.0,1.6102772076838983,1.3051386038419492,0.0006352300104503773,60,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,most_negative,-0.7977510368553385,0.0,0.7977510368553385,0.10112448157233073,8.503947547281512e-05,60,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
C60_4.xyz,479,479,5,3,0.4789436078410343,-0.29609195601531957,-0.3190306539644982,False,most_positive,1.6102772076838983,0.0,1.6102772076838983,1.3051386038419492,0.0006352300104503773,60,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,largest_magnitude,1.4533781311733955,0.0,1.4533781311733955,1.2266890655866978,0.00015906584874939955,20,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,most_negative,-0.28465723163094164,0.0,0.28465723163094164,0.35767138418452915,0.008248116294828021,20,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,most_positive,1.4533781311733955,0.0,1.4533781311733955,1.2266890655866978,0.00015906584874939955,20,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,largest_magnitude,1.4534867855226894,0.0,1.4534867855226894,1.2267433927613447,0.00033335344080341655,40,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,most_negative,-0.28551326210067945,0.0,0.28551326210067945,0.35724336894966024,0.0006493294378632212,40,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,most_positive,1.4534867855226894,0.0,1.4534867855226894,1.2267433927613447,0.00033335344080341655,40,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
